https://www.ndl.go.jp/
"2020年6月1日","2020年6月10日","2020年6月9日","2020年6月8日","2020年6月4日","2020年6月4日","2020年4月2日","2020年3月26日","2020年2月25日","2020年2月12日","2020年2月12日","2020年2月7日","2020年6月10日","2020年6月1日","2020年5月29日","2020年5月27日","2020年5月19日","2020年5月18日","2020年6月1日","2020年5月21日","2020年5月18日","2020年5月14日","2020年5月12日","2020年5月1日","2020年6月9日","2020年6月8日","2020年6月4日","2020年6月4日","2020年5月20日","2020年4月9日","2020年5月14日","2020年2月19日","2020年1月16日","2019年12月18日","2019年9月18日","2019年3月11日",
"【重要】東京本館における抽選予約制による入館制限のお知らせ（申込みフォーム）","資料のデジタル化に伴う原資料の利用休止について","非常勤職員（動画編集等作業補助）を募集します","非常勤職員（国会サービスの補助）を募集します","非常勤職員（閲覧関係業務補助）を募集します","令和2年度国立国会図書館職員採用試験の延期後の試験日程等を決定しました","科学技術に関する調査プロジェクト報告書『「科学技術立国」を支えるこれからの研究者育成』、『ソーシャルメディアの動向と課題』、『ポスト2020の科学技術イノベーション政策』を刊行しました（付・プレスリリース）","総合調査報告書『EBPM（証拠に基づく政策形成）の取組と課題』を刊行しました（付・プレスリリース）","展示会「スポーツと子どもの本」を開催します（国際子ども図書館）（付・プレスリリース）","関西館で講演会「自動運転技術の社会的インパクト」を2月29日（土）に 開催します（付・プレスリリース）","関西館で第27回資料展示「図書館で駆け抜ける！クルマの世界」を開催します（付・プレスリリース）","本の万華鏡「百貨店ある記 ～買うときめき、めぐる楽しみ～」を公開しました（付・プレスリリース）","資料のデジタル化に伴う原資料の利用休止について","【重要】東京本館における抽選予約制による入館制限のお知らせ（申込みフォーム）","来館による納本受付の再開について(6月1日から)","【重要】来館サービスの再開のお知らせ（6/1更新） ","【注意喚起】国立国会図書館の偽サイトにご注意ください","【重要】来館サービス休止の延長と遠隔複写サービス受付再開のお知らせ（5/18更新）","国立国会図書館月報　710号（2020年6月）を掲載","立法調査資料『レファレンス』No.832を掲載","図書館調査研究リポートNo.18『地域の拠点形成を意図した図書館の施設と機能』を掲載","立法調査資料『調査と情報-ISSUE BRIEF-』No.1098「欧米主要国議会の会期制度【第2版】」（PDF：548KB）を掲載","立法調査資料『外国の立法』No.283-2を掲載","国立国会図書館月報　709号（2020年5月）を掲載","非常勤職員（動画編集等作業補助）を募集します","非常勤職員（国会サービスの補助）を募集します","非常勤職員（閲覧関係業務補助）を募集します","令和2年度国立国会図書館職員採用試験の延期後の試験日程等を決定しました","令和2年度職員採用試験速報を掲載","令和2年度国立国会図書館職員採用試験を延期します（新型コロナウイルス感染拡大防止のため）","国立国会図書館ウェブサイト及び国際子ども図書館ウェブサイトのサイト内検索の不具合について（2020年5月14日）","国立国会図書館書誌提供サービス（NDL-Bib）のサービス休止について（2020年3月18日）","お問い合わせ受信不具合について","インターネット資料収集保存事業（WARP）のサービス休止について（2019年12月27日）","電気設備の定期点検作業の実施に伴うサービス停止のお知らせ（2019年10月）","視覚障害者等用データ送信サービスの一時休止のお知らせ（3月20日）",
