https://news.yahoo.co.jp/
"12日にかけ広範囲で激しい雨","G7声明発言 安倍氏に中国抗議","ボコ・ハラムが襲撃 69人殺害","中小企業庁長官 民間業者と旅行","水路に車が転落 女性2人死亡","フェンス切断されサル70匹脱走","簡素な大会 東京五輪指針発表","渡部建との密会 相手女性語る",

